FID,ogc_fid,fcode,nam,na2,ctu,tdi,tsi,registro,num_atr,provincia,canton,parroquia,nombre,categoria,tipo,subtipo,jerarquia,pdf,desc_,desc2,desc3,lat,lon,img,geometry,DPA_PARROQ,DPA_CANTON,DPA_PROVIN
atractivos_tur.1085,1085,AX004,fichas/1035.pdf,GASTRONOMÍA EL CABO,998,998,2,1,1035,AZUAY,PAUTE,EL CABO,GASTRONOMÍA EL CABO,MANIFESTACIONES CULTURALES,ACERVO CULTURAL Y POPULAR,GASTRONOMÍA,II,fichas/1035.pdf,"Gastronomía El Cabo se ubica a 12 minutos de Paute, los restaurantes que ofrecen los platos tradicionales están en la transversal austral (Vía Paute - Guarumales - Méndez) imposible no deleitarse con un delicioso","guarapo y mapanagua, o con una deliciosa Yaguana en la Higuera, el tradicional cuy y pollo asado, además de chancho a la barbosa entre otros platos típicos del cantón.",,-2.85328,-78.77924,img_fichas/1035.jpg,POINT (746872.6093453262 9684385.965236712),010554,0105  ,01
atractivos_tur.1086,1086,AX004,fichas/1036.pdf,RODEO MONTUBIO EL HORCON CANTÓN ROCAFUERTE,998,998,2,1,1036,MANABI,ROCAFUERTE,ROCAFUERTE,RODEO MONTUBIO EL HORCON CANTÓN ROCAFUERTE,MANIFESTACIONES CULTURALES,ACONTECIMIENTOS PROGRAMADOS,"CONVENCIONES, FERIAS (NO ARTESANALES) Y CONGRESOS",II,fichas/1036.pdf,"El Rodeo Montubio es organizado por el GAD Rocafuerte junto a la comunidad El Horcon, en un entorno rural caracterizado por paisajes verdes y la calidez de su gente. Resalta la cultura montubia con bailes tradicionales, música autóctona y la","exhibición de habilidades ecuestres. Los visitantes disfrutan de la gastronomía típica, las principales actividades incluyen competencias de caballos, danzas folclóricas y ferias artesanales, creando un ambiente festivo y de convivencia comunitaria.",,-0.93306,-80.46822,img_fichas/1036.jpg,POINT (559166.8608028877 9896864.272319432),131250,1312  ,13
atractivos_tur.1087,1087,AX004,fichas/1037.pdf,"FERIA DEL DULCE, LA AGRICULTURA Y LA ARTESANÍA DE ROCAFUERTE",998,998,2,1,1037,MANABI,ROCAFUERTE,ROCAFUERTE,"FERIA DEL DULCE, LA AGRICULTURA Y LA ARTESANÍA DE ROCAFUERTE",MANIFESTACIONES CULTURALES,ACERVO CULTURAL Y POPULAR,FERIAS Y MERCADOS,III,fichas/1037.pdf,"La Feria del Dulce, la Agricultura y la Artesanía de Rocafuerte, se realiza el 17 de Septiembre de cada año por la cantonización, las exposiciones de emprendimientos, negocios y productos del cantón y otros cantones de Manabí, predomina","la producción de dulces tradicionales, destacándose son los alfajores con manjar, huevos mollos, suspiros, limón relleno, dulces de guineo, camote, higo y el rompope, se realizan presentaciones artísticas, danza y la elección de la Criolla Bonita.",,-0.9244,-80.45017,img_fichas/1037.jpg,POINT (561175.3482673893 9897821.200693786),131250,1312  ,13
atractivos_tur.257,257,AX004,fichas/0257.pdf,COMUNIDAD KICHWA AÑANGU,998,998,2,1,257,ORELLANA,ORELLANA,ALEJANDRO LABAKA,COMUNIDAD KICHWA AÑANGU,MANIFESTACIONES CULTURALES,ACERVO CULTURAL Y POPULAR,PUEBLO Y/O NACIONALIDAD (ETNOGRAFÍA),IV,fichas/0257.pdf,"La comunidad Añangu vive en un área de más de 21.000 has en el Parque Nacional Yasuní, en esta región de flora y fauna muy diversa, la comunidad ha conservado gran parte de su territorio,","en contraste con su agotamiento en otras partes de la cuenca amazónica, se pueden realizar diferentes actividades vinculadas a la cultura kichwa:","ritual ancestral de la guayusa, catamarán ancestral, gastronomía típica, convivencia, observación nocturna de vida silvestre, viasita centro cultural Kuri Muyo.",-0.496531,-76.424272,img_fichas/0257.jpg,POINT (1009690.628161757 9944941.73241985),220153,2201  ,22
atractivos_tur.260,260,AX004,fichas/0260.pdf,PARQUE DE NATURALEZA Y AVENTURA YASUNI LAND,998,998,2,1,260,ORELLANA,ORELLANA,PUERTO FRANCISCO DE ORELLANA (EL COCA),PARQUE DE NATURALEZA Y AVENTURA YASUNI LAND,ATRACTIVOS NATURALES,BOSQUES,HÚMEDO TROPICAL,III,fichas/0260.pdf,"Yasuniland es un parque de naturaleza y aventura ubicado al lado suroeste de la ciudad de El Coca. El Parque cuenta 59.10 hectáreas, alberga una gran diversidad de especies de flora y fauna en un espeso bosque secundario.","Se realizan caminatas por el sendero (1000 metros), observación de aves desde la torre de 36 m, y canopy previa reserva.",,-0.477173,-77.001048,img_fichas/0260.jpg,POINT (945332.0042297301 9947128.446449324),220150,2201  ,22
atractivos_tur.1088,1088,AX004,fichas/1038.pdf,PLAYA LA CAROLINA,998,998,2,1,1038,SANTA ELENA,SALINAS,JOSE LUIS TAMAYO (MUEY),PLAYA LA CAROLINA,ATRACTIVOS NATURALES,COSTAS O LITORALES,PLAYA,II,fichas/1038.pdf,"Playa Carolina se ubica en el cantón Salinas, en el sector donde está La Marina de Puerto Lucía y su respectivo Yatch Club Pto. Lucía. Este hermoso balneario se ha convertido en un atractivo turístico que es visitado por turístas nacionales","y por las familias peninsulares. Sus aguas son calmadas, ideal para bañistas iniciales o niños, se puede realizar actividades de esparcimiento y disfrutar de la tranquilidad del entorno natural.",,-2.21993,-80.92349,img_fichas/1038.jpg,POINT (508507.3032153364 9754629.582159828),240352,2403  ,24
atractivos_tur.1089,1089,AX004,fichas/1039.pdf,CARNAVAL DE SALINAS,998,998,2,1,1039,SANTA ELENA,SALINAS,GENERAL ALBERTO ENRÍQUEZ GALLO,CARNAVAL DE SALINAS,MANIFESTACIONES CULTURALES,ACONTECIMIENTOS PROGRAMADOS,EVENTOS ARTÍSTICOS,III,fichas/1039.pdf,"Vive la magia del Carnaval Cultural de Salinas, donde la alegría y la tradición se unen en un espectáculo vibrante. Déjate sorprender por los deslumbrantes desfiles de carros alegóricos, el ritmo envolvente de las murgas carnavaleras","y la emoción de concursos con increíbles premios. Culmina la fiesta con un épico concierto internacional que hará vibrar la playa. ¡Una experiencia única para disfrutar en familia y llenar tus días de sol, música y diversión!",,-2.20544,-80.96573,img_fichas/1039.jpg,POINT (503810.5873932687 9756231.362668501),240350,2403  ,24
atractivos_tur.1090,1090,AX004,fichas/1040.pdf,ARROZ AYANGUERO,998,998,2,1,1040,SANTA ELENA,SANTA ELENA,COLONCHE,ARROZ AYANGUERO,MANIFESTACIONES CULTURALES,ACERVO CULTURAL Y POPULAR,GASTRONOMÍA,II,fichas/1040.pdf,A lo largo de la dimension de 500 m de la playa se encuentran los comedores comunitarios. Ahí se encuentra la fundadora del plato típico que vio la necesdad de satisfacer a un cliente en la petición de un arroz marinero pero al no contar con lo,"necesarios lo modificó utilizando los ingredientes marinos que brindaba la zona (mariscos) y así nace el arroz ayanguero, elaborado con los siguientes: langosta (frita), camarón, langostino (frito), churo, calamar, pescado(frito) y conchas.",,-1.98225,-80.75228,img_fichas/1040.jpg,POINT (527548.7351892916 9780898.878538556),240152,2401  ,24
atractivos_tur.261,261,AX004,fichas/0261.pdf,LAGUNA SAPOCOCHA,998,998,2,1,261,ORELLANA,ORELLANA,PUERTO FRANCISCO DE ORELLANA (EL COCA),LAGUNA SAPOCOCHA,ATRACTIVOS NATURALES,AMBIENTES LACUSTRES,LAGUNA,III,fichas/0261.pdf,"La laguna Sapococha se encuentra estrategicamente situado en un área de bosque que cuenta con la mayor biodiversidad de micro-habitats en el área del bajo Napo,",con una abundante diversidad biológica que le convierten en un lugar interesante para la investigación científica y el turismo de naturaleza.,"Cuenta con una extensión de 363 has de bosque primario, se pueden realizar actividades de senderismo, aviturismo, observación de flora y fauna, cuenta con servicios turísticos en Yarina Lodge.",-0.462499,-76.846826,img_fichas/0261.jpg,POINT (962537.2386592358 9948744.45352207),220150,2201  ,22
atractivos_tur.94,94,AX004,fichas/0094.pdf,DIQUE RÍO NAJEMBAIME,998,998,2,1,94,MORONA SANTIAGO,HUAMBOYA,HUAMBOYA,DIQUE RÍO NAJEMBAIME,MANIFESTACIONES CULTURALES,"ARQUITECTURA
",INFRAESTRUCTURA RECREATIVA,II,fichas/0094.pdf,"El Dique del Río Najembaime se ubica en el cantón Huamboya, provincia de Morona Santiago. El dique se haya a 55 km de la ciudad de Macas. Esta zona posee áreas de senderismo, canchas","deportiva, zona barbacoas, zona baño y piscina natural donde los turistas pueden pasar un tiempo de calidad con amigos y familia.",,-1.941,-77.98971,img_fichas/0094.jpg,POINT (834933.8101624254 9785162.13508363),140750,1407  ,14
atractivos_tur.1011,1011,AX004,fichas/0961.pdf,DIQUE LAS PALMAS,998,998,2,1,961,PASTAZA,PASTAZA,PUYO,DIQUE LAS PALMAS,MANIFESTACIONES CULTURALES,ARQUITECTURA,INFRAESTRUCTURA RECREATIVA,III,fichas/0961.pdf,"El Dique Las Palmas, está ubicado en la Av. Monseñor Alberto Zambrano y calle Manuel Santos; es un balneario de agua natural originado por el represamiento de agua del río Plata; en este se practican actividades","acuáticas (natación y recreativas), posee vestidores, duchas, baterías sanitarias y un bar que complementan el lugar.",,-1.499592,-78.02312,img_fichas/0961.jpg,POINT (831289.404735329 9834024.267342566),160150,1601  ,16
atractivos_tur.1013,1013,AX004,fichas/0963.pdf,DIQUE PAMBAY,998,998,2,1,963,PASTAZA,PASTAZA,PUYO,DIQUE PAMBAY,MANIFESTACIONES CULTURALES,ARQUITECTURA,INFRAESTRUCTURA RECREATIVA,III,fichas/0963.pdf,"El Dique Pambay, está ubicado en la Ciudadela del Chofer, en la calle Quito y Pasaje Guano;  es un balneario de agua natural represada proveniente del Río Pambay; el sitio cuenta con baterías sanitarias, duchas, vestidores,","2 bares para la degustación de snacks y bebidas, así como también el servicio de alquiler de boyas.",,-1.4706784,-78.00479,img_fichas/0963.jpg,POINT (833335.5079552662 9837221.718547136),160150,1601  ,16
atractivos_tur.1091,1091,AX004,fichas/1041.pdf,CENTRO HOLÍSTICO LOS YAPAS,998,998,2,1,1041,PASTAZA,PASTAZA,FATIMA,CENTRO HOLÍSTICO LOS YAPAS,MANIFESTACIONES CULTURALES,REALIZACIONES TÉCNICAS Y CIENTÍFICAS,CENTROS DE EXHIBICIÓN DE FLORA Y FAUNA,III,fichas/1041.pdf,"El Centro Holístico Los Yapas, se encuentra ubicado a 300 metros del Parque Central de Fátima, tiene una extensión de 25 hectáreas; es un bosque reforestado con especies de flora amazónica; cuenta con","una laguna, cuyo acceso es a través de un sendero cercado de vegetación, en el que sobresalen bromelias y orquídeas.  En sus instalaciones, se practican actividades como: yoga, tai chi, meditación, senderismo y terapias espirituales",,-1.431869,-78.000563,img_fichas/1041.jpg,POINT (833812.0615530129 9841516.634950295),160155,1601  ,16
atractivos_tur.1092,1092,AX004,fichas/1042.pdf,DIQUE DE FÁTIMA,998,998,2,1,1042,PASTAZA,PASTAZA,FATIMA,DIQUE DE FÁTIMA,MANIFESTACIONES CULTURALES,ARQUITECTURA,INFRAESTRUCTURA RECREATIVA,II,fichas/1042.pdf,"El Dique de Fátima, se ubica a 6 kilómetros de la ciudad del Puyo y a 780 metros del centro de la parroquia de Fátima; es un balneario de agua represada en forma de piscina; cuenta con baterías sanitarias, duchas, vestidores, dos bares, una","cancha de césped sintético y un local de alquiler de boyas; sobre un ambiente natural las personas pueden nadar y realizar diferentes actividades recreativas, acuáticas, deportivas, entre otras.",,-1.429227,-78.004869,img_fichas/1042.jpg,POINT (833332.7823920886 9841809.686404686),160155,1601  ,16
atractivos_tur.1093,1093,AX004,fichas/1043.pdf,DIQUE MURIALDO,998,998,2,1,1043,PASTAZA,PASTAZA,FATIMA,DIQUE MURIALDO,MANIFESTACIONES CULTURALES,ARQUITECTURA,INFRAESTRUCTURA RECREATIVA,II,fichas/1043.pdf,"El Dique Murialdo está ubicado a 5 km. del centro parroquial de Fátima, su acceso es gratuito y está operativo los fines de semana y feriados; el atractivo es un balneario de agua natural represada procedente del río Pasurco, cuenta con","estacionamiento, baterías sanitarias, duchas, vestidores, un bar de comida rápida, una cancha de voley y un tobogan pequeño en el área acuática.",,-1.42699,-77.960296,img_fichas/1043.jpg,POINT (838298.3581670499 9842050.765693663),160155,1601  ,16
atractivos_tur.1094,1094,AX004,fichas/1044.pdf,CASCADA VIBRA,998,998,2,1,1044,PASTAZA,PASTAZA,TENIENTE HUGO ORTIZ,CASCADA VIBRA,ATRACTIVOS NATURALES,RÍOS,CASCADA,II,fichas/1044.pdf,"La Cascada Vibra, se encuentra localizada, en la vía a Boayaku, a 26 km de Puyo, su acceso es a través de un sendero peatonal de 2 km. rodeado de bosque reforestado y primario, tiene una caída de 40 metros, apreciable en su majestuosidad;","ofertan su acceso junto con actividades complementarias de sanación holística como baños de cajón, spa, terapia de bosque, yoga, meditación; además cuentan con un temazcal para rituales de sanación, alojamiento y alimentación bajo reserva.",,-1.326753,-77.973112,img_fichas/1044.jpg,POINT (836884.7836237212 9853147.479390346),160164,1601  ,16
atractivos_tur.334,334,AX004,fichas/0334.pdf,CAVERNAS LABERINTO DE GUAMI,998,998,2,1,334,ORELLANA,LORETO,SAN VICENTE DE HUATICOCHA,CAVERNAS LABERINTO DE GUAMI,ATRACTIVOS NATURALES,FENÓMENOS ESPELEOLÓGICOS,CUEVA O CAVERNA,II,fichas/0334.pdf,"Se inicia por un sendero de 300 m donde se realiza interpretación de flora, fauna y formaciones geológicas de la zona, la caverna posee dos entradas se ingresa por una abertura  de 3,5 por 7 m","y se transita por un corredor de 250 m de largo hasta la salida. Las paredes de la caverna albergan varios moluscos petrificados y fauna endémica como la ""araña escorpión"", a los 100 metros se recorre por un pequeño estero.",Aproximadamente 2 horas dura la exploración de la caverna con guía especializado.,-0.73716291,-77.4866267,img_fichas/0334.jpg,POINT (891165.1319451577 9918366.858778303),220455,2204  ,22
atractivos_tur.655,655,AX004,fichas/0655.pdf,PALACIO MUNICIPAL,998,998,2,1,655,GUAYAS,GUAYAQUIL,ROCAFUERTE,PALACIO MUNICIPAL,MANIFESTACIONES CULTURALES,ARQUITECTURA,HISTÓRICA / VERNÁCULA,II,fichas/0655.pdf,"El Palacio Municipal es uno de los edificios icónicos de la urbe porteña, cuya construcción estuvo a cargo de Francisco Maccaferri. Este edificio, cuya arquitectura es atrayente para los turistas que caminan por el centro de la ciudad,","fue  inaugurado el 27 de febrero de 1929, en conmemoración del centenario de la batalla de Tarqui y se encuentra ubicado en la avenida Malecón y 10 de Agosto, frente al río Guayas y junto a la Plaza de la Administración.",,-2.19535,-79.88061,img_fichas/0655.jpg,POINT (624477.2176158822 9757300.087325178),090150,0901  ,09
atractivos_tur.335,335,AX004,fichas/0335.pdf,RIO HUATARACO,998,998,2,1,335,ORELLANA,LORETO,SAN JOSE DE DAHUANO,RIO HUATARACO,ATRACTIVOS NATURALES,RÍOS,RÍO,III,fichas/0335.pdf,"Se localiza en la Comuna Kichwa kallari 24 de Mayo, vía Loreto-Hollin -Tena a 17 km del cantón Loreto, una vía lastrada de 3km permite llegar desde la carretera principal hasta el Río Huataraco y el emprendimiento Misky Yaku,","a orilla del río forma una piscina con agua cristalina donde se puede realizan actividades recreativas, observación de flora, fauna y camping planificado, el emprendimiento oferta servicios de alimentación y guianza.",,-0.723053,-77.421269,img_fichas/0335.jpg,POINT (898452.494857682 9919923.687910225),220454,2204  ,22
atractivos_tur.459,459,AX004,fichas/0459.pdf,PAISAJE DEL MIRADOR ENGOROY,998,998,2,1,459,SANTA ELENA,LA LIBERTAD,LA LIBERTAD,PAISAJE DEL MIRADOR ENGOROY,MANIFESTACIONES CULTURALES,ARQUITECTURA,ESPACIO PÚBLICO,II,fichas/0459.pdf,"El mirador Engoroy es considerado como el punto más alto del cantón La Libertad, donde se puede apreciar una arquitectura moderna con vista panorámica de la expansion urbanistica del cantón,","destacando también el recurso natural que puede ser observado desde este punto como sus playas, fauna, y todo el entorno que rodea este atractivo.",,-2.22594,-80.91185,img_fichas/0459.jpg,POINT (509801.5399118475 9753965.213718258),240250,2402  ,24
atractivos_tur.1095,1095,AX004,fichas/1045.pdf,FINCA ECOTURÍSTICA EL ARBOLITO,998,998,2,1,1045,PASTAZA,PASTAZA,TENIENTE HUGO ORTIZ,FINCA ECOTURÍSTICA EL ARBOLITO,MANIFESTACIONES CULTURALES,REALIZACIONES TÉCNICAS Y CIENTÍFICAS,CENTROS AGROPECUARIOS Y PESQUEROS,II,fichas/1045.pdf,"Finca Ecoturística El Arbolito, se encuentra ubicada a 20 km. de la ciudad de Puyo, en la vía a Boayaku,en este lugar los visitantes pueden conectar con el campo, realizando actividades como la extracción de jugo de caña en un","trapiche artesanal, barroterapia, caminata por senderos entre cultivos, árboles, orquídeas  y plantas ornamentales; así también acampar o nadar en su balneario natural.",,-1.358619,-77.964135,img_fichas/1045.jpg,POINT (837880.4568438807 9849619.105273824),160164,1601  ,16
atractivos_tur.1096,1096,AX004,fichas/1046.pdf,BALNEARIO SAN PABLO DE ALISHUNGO,998,998,2,1,1046,PASTAZA,PASTAZA,TENIENTE HUGO ORTIZ,BALNEARIO SAN PABLO DE ALISHUNGO,ATRACTIVOS NATURALES,RÍOS,RÍO,II,fichas/1046.pdf,"El Balneario San Pablo de Alishungo, se encuentra ubicado a 24 km. de la ciudad de Puyo, a 7 km. del centro de la parroquia Teniente Hugo Ortiz; el sitio es un balneario natural cuya administración y mantenimiento está a cargo","de la Comunidad del mismo nombre quienes adicionalmente y bajo reserva ofrecen actividades culturales Kichwas como: música con tambores y rituales, además de alimentación, camping y senderismo.",,-1.38058,-77.914792,img_fichas/1046.jpg,POINT (843374.3169867996 9847181.229167534),160164,1601  ,16
atractivos_tur.1097,1097,AX004,fichas/1047.pdf,BALNEARIO JATUN PACCHA,998,998,2,1,1047,PASTAZA,PASTAZA,DIEZ DE AGOSTO,BALNEARIO JATUN PACCHA,ATRACTIVOS NATURALES,RÍOS,RÍO,III,fichas/1047.pdf,"El balneario Jatun Paccha, está ubicado a 20 km de la ciudad de Puyo, sus cristalinas aguas pertenecen al río Arajuno; en este sitio se conjugan actividades, acuáticas, recreativas,",culturales y de aventura gracias a operadores nativos de la Comunidad.,,-1.42328,-77.89541,img_fichas/1047.jpg,POINT (845527.321032168 9842451.779349431),160154,1601  ,16
atractivos_tur.1098,1098,AX004,fichas/1048.pdf,CASCADAS Y TARABITA EL TRIUNFO,998,998,2,1,1048,PASTAZA,PASTAZA,EL TRIUNFO,CASCADAS Y TARABITA EL TRIUNFO,ATRACTIVOS NATURALES,RÍOS,CASCADA,III,fichas/1048.pdf,"El Complejo Turístico Cascadas y Tarabita El Triunfo, se encuentra a 150 metros del centro poblado de la parroquia El Triunfo, en su interior se encuentra la “Cascada Blanca” considerada una de las más altas de la provincia; en el sitio se","realizan actividades de canopy, canyoning, kayak y cruce en tarabita; sus instalaciones cuentan con senderos, áreas de descanso, área de barbecue, baterías sanitarias y lugares para realizar fotografía.",,-1.43312,-77.79365,img_fichas/1048.jpg,POINT (856862.9550797474 9841346.917782944),160166,1601  ,16
atractivos_tur.1099,1099,AX004,fichas/1049.pdf,FINCA AGROTURÍSTICA EL CABALLERO DE LOGROÑO,998,998,2,1,1049,PASTAZA,PASTAZA,EL TRIUNFO,FINCA AGROTURÍSTICA EL CABALLERO DE LOGROÑO,MANIFESTACIONES CULTURALES,REALIZACIONES TÉCNICAS Y CIENTÍFICAS,CENTROS AGROPECUARIOS Y PESQUEROS,III,fichas/1049.pdf,"Finca Agroturística El Caballero de Logroño, está ubicada a 27 kilómetros de la ciudad de Puyo constituye una granja de 25 has. que ofrece al visitante una experiencia rural a través de recorridos por caminerías","cercadas con cultivos, frutales y ornamentales y un sendero de bambú; destacan también peceras de tilapia para pesca deportiva y alimentación bajo reserva.",,-1.436467,-77.805654,img_fichas/1049.jpg,POINT (855525.0103953235 9840978.26287637),160166,1601  ,16
atractivos_tur.1100,1100,AX004,fichas/1050.pdf,LA CABAÑA DEL ARTISTA,998,998,2,1,1050,PASTAZA,PASTAZA,VERACRUZ (INDILLAMA) (CAB. EN INDILLAMA),LA CABAÑA DEL ARTISTA,MANIFESTACIONES CULTURALES,ACERVO CULTURAL Y POPULAR,ARTESANÍAS Y ARTE,III,fichas/1050.pdf,"La Cabaña del Artista, es un atractivo ubicado en el km. 18 de la Troncal Amazónica E45 de la vía Puyo – Macas; en este se exponen obras de pintura y escultura, fotografías y reconocimientos del artista Rodrigo Cevallos","pionero en el arte de cuerpos pintados en Veracruz; así también, se ofrecen demostraciones de pintura corporal, degustaciones de licor amazónico, caminatas por una pasarela y senderos y la visita a su balneario natural.",,-1.57218,-77.87862,img_fichas/1050.jpg,POINT (847374.3368054491 9825966.63116803),160165,1601  ,16
atractivos_tur.1101,1101,AX004,fichas/1051.pdf,CONCURSO DE CUERPOS PINTADOS VERACRUZ,998,998,2,1,1051,PASTAZA,PASTAZA,VERACRUZ (INDILLAMA) (CAB. EN INDILLAMA),CONCURSO DE CUERPOS PINTADOS VERACRUZ,MANIFESTACIONES CULTURALES,ACERVO CULTURAL Y POPULAR,ARTESANÍAS Y ARTE,III,fichas/1051.pdf,"El Concurso Nacional de Cuerpos Pintados, es un referente cultural de la parroquia Veracruz que se realiza todos los años previo al feriado de Carnaval; este evento se lleva a cabo en las calles de la parroquia donde los",artistas plasman sus obras de arte en cuerpos de personas que se convierten en lienzos vivos; al final de la tarde se proclaman a los ganadores.,,-1.507976,-77.9411,img_fichas/1051.jpg,POINT (840424.5104612015 9833083.641997373),160165,1601  ,16
atractivos_tur.1102,1102,AX004,fichas/1052.pdf,BALNEARIO PIEDRA NEGRA,998,998,2,1,1052,PASTAZA,PASTAZA,VERACRUZ (INDILLAMA) (CAB. EN INDILLAMA),BALNEARIO PIEDRA NEGRA,MANIFESTACIONES CULTURALES,ARQUITECTURA,INFRAESTRUCTURA RECREATIVA,III,fichas/1052.pdf,"Piedra Negra está localizado en la Comunidad Cabeceras del Bobonaza, a 18 km. de Puyo; el atractivo es una laguna artificial que posee agua proveniente de una vertiente natural formada en la unión del riachuelo Yana Runi y el río Bobonaza,","cuenta con área de camping, servicio de alimentación bajo reserva, senderos para caminatas,observación de aves y flora silvestre.",,-1.498658,-77.879491,img_fichas/1052.jpg,POINT (847289.1968045187 9834105.356387956),160165,1601  ,16
atractivos_tur.1103,1103,AX004,fichas/1053.pdf,CASCADA ARCOÍRIS,998,998,2,1,1053,PASTAZA,PASTAZA,VERACRUZ (INDILLAMA) (CAB. EN INDILLAMA),CASCADA ARCOÍRIS,ATRACTIVOS NATURALES,RÍOS,CASCADA,II,fichas/1053.pdf,"La Cascada Arcoíris, se ubica en el kilómetro 17 vía Puyo – Macas (margen derecho); es una cascada de 25 metros de altura a la cual se accede mediante una caminata por un sendero bordeado de vegetación amazónica entre las que sobresalen","plantas medicinales y ornamentales; en el sitio se puede disfrutar del paisaje, hacer picnic, refrescarse en las aguas cristalinas, con equipo necesario hacer canyoning y camping.",,-1.56731,-77.8787,img_fichas/1053.jpg,POINT (847366.2301591442 9826505.733807694),160165,1601  ,16
atractivos_tur.1104,1104,AX004,fichas/1054.pdf,DIQUE DE VERACRUZ,998,998,2,1,1054,PASTAZA,PASTAZA,VERACRUZ (INDILLAMA) (CAB. EN INDILLAMA),DIQUE DE VERACRUZ,MANIFESTACIONES CULTURALES,ARQUITECTURA,INFRAESTRUCTURA RECREATIVA,II,fichas/1054.pdf,"El Balneario Dique de Veracruz, está ubicado a 1.5 km. del Parque Central de Veracruz, es una piscina de agua natural represada; el sitio cuenta con: duchas, vestidores, baterías sanitarias, un bar para degustación de",alimentos y bebidas y el servicio de alquiler de boyas.,,-1.494423,-77.936413,img_fichas/1054.jpg,POINT (840948.7293126159 9834583.086704865),160165,1601  ,16
atractivos_tur.1105,1105,AX004,fichas/1055.pdf,PECES GIGANTES  - ASOCIACIÓN TARQUI,998,998,2,1,1055,PASTAZA,PASTAZA,POMONA,PECES GIGANTES  - ASOCIACIÓN TARQUI,MANIFESTACIONES CULTURALES,REALIZACIONES TÉCNICAS Y CIENTÍFICAS,CENTROS DE EXHIBICIÓN DE FLORA Y FAUNA,II,fichas/1055.pdf,"Peces Gigantes - Asociación Tarqui, se encuentra ubicado en la vía a Pomona, aproximadamente a 22 km. de Puyo, es un atractivo dedicado a la crianza para la conservación del Paiche (n. cient. Arapaima Gigas), conocido como uno de los peces más",grandes de agua dulce que llega a medir 5 metros y alcanzar un peso de 300 libras; el sitio es un complejo de piscicultura de 37 hectáreas.,,-1.588629,-77.899702,img_fichas/1055.jpg,POINT (845023.1164404256 9824149.331639867),160157,1601  ,16
atractivos_tur.1106,1106,AX004,fichas/1056.pdf,CASCADA VIDA NATURAL,998,998,2,1,1056,PASTAZA,PASTAZA,POMONA,CASCADA VIDA NATURAL,ATRACTIVOS NATURALES,RÍOS,CASCADA,III,fichas/1056.pdf,"La Cascada Vida Natural, se encuentra a 20 km. de la ciudad de Puyo, en la vía a Pomona; se encuentra inmersa en 120 has. de bosque primario y secundario,",en el que existen más de una decena de saltos de agua; su acceso se lo realiza a través de un sendero que facilita la observación de flora y fauna.,,-1.585373,-77.895029,img_fichas/1056.jpg,POINT (845544.2142945416 9824508.969834952),160157,1601  ,16
atractivos_tur.1107,1107,AX004,fichas/1057.pdf,COMPLEJO RECREACIONAL AGROTURÍSTICO LLESAN,998,998,2,1,1057,PASTAZA,PASTAZA,POMONA,COMPLEJO RECREACIONAL AGROTURÍSTICO LLESAN,MANIFESTACIONES CULTURALES,REALIZACIONES TÉCNICAS Y CIENTÍFICAS,CENTROS AGROPECUARIOS Y PESQUEROS,II,fichas/1057.pdf,"El Complejo Recreacional Agroturístico Llesan está a 25 km de la ciudad de Puyo, en la vía a Pomona; el atractivo comprende una granja con senderos rodeados de árboles frutales y plantas medicinales, el recorrido guiado permite al visitante observar","la crianza y manejo de especies menores como: cabras, borregos, aves de corral, entre otros; en el sitio también se puede degustar y comprar frutas exóticas, productos lácteos y derivados, mermelada y platos elaborados.",,-1.629841,-77.913113,img_fichas/1057.jpg,POINT (843522.2803765426 9819589.716464149),160157,1601  ,16
atractivos_tur.1108,1108,AX004,fichas/1058.pdf,EL PARAÍSO CACAO FARM,998,998,2,1,1058,PASTAZA,PASTAZA,POMONA,EL PARAÍSO CACAO FARM,MANIFESTACIONES CULTURALES,REALIZACIONES TÉCNICAS Y CIENTÍFICAS,CENTROS AGROPECUARIOS Y PESQUEROS,II,fichas/1058.pdf,"El Paraíso Cacao Farm, se encuentra en el sector El Porvenir, en el sitio los visitantes pueden observar y participar en el proceso de trasformación del cacao que va desde el cultivo, cosecha, secado, tostado, pelado, molido,",hasta obtener un chocolate 100 % puro de cacao.  Al final del recorrido se procede a degustar una taza de chocolate caliente acompañado de una tortilla.,,-1.634679,-77.915925,img_fichas/1058.jpg,POINT (843208.2226125402 9819054.668402202),160157,1601  ,16
atractivos_tur.1109,1109,AX004,fichas/1059.pdf,CASCADA HOLA VIDA,998,998,2,1,1059,PASTAZA,PASTAZA,POMONA,CASCADA HOLA VIDA,ATRACTIVOS NATURALES,RÍOS,CASCADA,III,fichas/1059.pdf,"La Cascada Hola Vida, ubicada en la vía a Pomona, sector El Porvenir, es un balneario natural, su caída de agua tiene 21 metros de altura y está enclavada en medio del bosque; este atractivo se encuentra dentro de una reserva ecológica privada de","225 hectáreas que da énfasis a la protección y la conservación del ambiente; cuenta con facilidades de acceso, estacionamiento, baterías sanitarias y un sendero rodeado de vegetación amazónica.",,-1.62869,-77.90143,img_fichas/1059.jpg,POINT (844823.8846110578 9819715.124813383),160157,1601  ,16
