ID unico de usuario|Calif promedio iglesias|Calif promedio resorts|Calif promedio playas|Calif promedio parques|Calif promedio teatros|Calif promedio museos|Calif promedio centros_comerciales|Calif promedio zoologicos|Calif promedio restaurantes|Calif promedio bares_pubs|Calif promedio servicios_locales|Calif promedio pizzerias_hamburgueserias|Calif promedio hoteles_alojamientos|Calif promedio juguerias|Calif promedio galerias_arte|Calif promedio discotecas|Calif promedio piscinas|Calif promedio gimnasios|Calif promedio panaderias|Calif promedio belleza_spas|Calif promedio cafeterias|Calif promedio miradores|Calif promedio monumentos|Calif promedio jardines|provincia|canton|parroquia|nombre|desc_|desc2|desc3|lat|lon
User 683|0.0|0.0|1.51|1.46|1.44|1.45|1.47|1.49|2.7|3.32|3.31|5.0|5.0|5.0|5.0|0.77|0.77|0.77|0.93|0.0|0.0|0.0|0.0|0.0|MANABI|BOLIVAR|QUIROGA|CASCADA JULIÁN|En la comunidad de Julián se encuentran las cavernas y cascada de Julián a la que se accede por varios senderos, ubicados en la parroquia Quiroga. El atractivo lo constituye un lecho de|río en roca erosionada por el curso del agua, lo que ha creado formaciones de tipo espeleológico con desniveles de hasta 10 metros donde se puede disfrutar de actividades|recreativas en el agua.|-0.959525|-80.04616
User 684|0.0|0.0|1.52|1.46|1.44|1.45|1.47|1.49|2.69|3.32|3.3|5.0|5.0|5.0|5.0|0.77|0.76|0.77|0.93|0.0|0.0|0.0|0.0|0.0|MANABI|BOLIVAR|CALCETA|FIESTA DE SAN JUAN|Se organiza el día 23 de junio, es un festival bailable donde se puede encontrar bebidas típicas como el champú de San Juan (Bebida ancestral a base de maíz criollo), canelazos, comida|criolla  o bocados típicos y el tradicional baño en el rio a las 12 de la noche (ya 24 de junio), que según la creencia sirve para no dejar envejecer a las personas que lo hacen. “Este baño da|energía y limpia el cuerpo de todo mal”, esto se lo hace como una mezcla de fe y tradición”.|-0.848939|-80.16283
User 685|0.0|0.0|1.53|1.45|1.45|1.46|1.48|1.5|2.69|3.31|3.29|5.0|5.0|5.0|5.0|0.77|0.76|0.77|0.93|0.0|0.0|0.0|0.0|0.0|MANABI|BOLIVAR|QUIROGA|FINCA AGROTURÍSTICA JULIÁN|La finca Agroturística Julián ofrece actividades como senderismo, camping, degustación de comida típica, acceso a la cascada con caída de 4 metros y diversas actividades vinculadas al|agroturismo, así como descanso en sus cómodas haitaciones de estilo rústico. Se encuentra ubicada a 35 km de la cabecera cantonal de Bolivar.|Sin información|-0.955238|-80.044816
User 686|0.0|0.0|1.53|1.46|1.45|1.46|1.48|1.5|2.68|3.29|3.28|5.0|5.0|5.0|5.0|0.76|0.75|0.76|2.11|5.0|0.0|0.0|0.0|0.0|MANABI|BOLIVAR|CALCETA|FINCA AGROTURISTICO OASIS|Oasis es una infraestructura turística en la ribera de la Represa Sixto Durán Ballén, que ofrece diversas actividades combinando el descanso, turismo de aventura y de naturaleza. Ofrece|actividades acuáticas, ecoturísticas y recreativas. La visión del producto está fundamentada en cuatro ejes que son: impulsar el agroturismo, la práctica del deporte acuático, producir energía|eólica y rescatar los aspectos ancestrales de la comida montuvia manabita.|-0.877112|-80.058322
User 687|0.0|0.0|1.54|1.46|1.46|1.46|1.48|1.51|2.68|3.29|3.27|5.0|5.0|5.0|5.0|0.76|0.75|0.76|5.0|5.0|0.0|0.0|0.0|0.0|MANABI|BOLIVAR|CALCETA|PLAZA CÍVICA DE BOLÍVAR|Se encuentra ubicado entre las calles Ricaurte entre Salinas y 10 de agosto en la ciudad de Calceta, fue construido en el año 2003.  En este espacio se presenta una explanada y un|escenario en forma de concha acústica.  Entre otros atractivos se presenta además el Monumento al Balsero del Carrizal y el promocional de CALCETA.|Sin información|-0.84647|-80.165042
User 688|0.0|0.0|1.5|1.47|1.46|1.47|1.5|1.51|2.67|2.72|3.27|5.0|5.0|5.0|5.0|0.76|0.74|0.75|5.0|5.0|0.0|0.0|0.0|0.0|ESMERALDAS|MUISNE|QUINGUE (OLMEDO PERDOMO FRANCO)|ALCANTILADO DE QUINGUE|Ubicado en la provincia de Esmeraldas, cantón Muisne en la parroquia Quingue, se puede aprovechar la cercanía del mirador para observar desde un punto elevado las ballenas en|temporada de apareamiento  meses de Julio a Septiembre. La entrada es totalmente gratuita, un lugar magnifico para obtener fotografía de un paisaje único.|Sin información|0.717|-80.094664
User 689|0.0|0.5|1.57|1.47|1.47|1.47|1.51|1.52|2.67|2.68|3.26|5.0|5.0|5.0|5.0|0.75|0.74|0.75|5.0|5.0|0.56|0.0|0.0|0.0|ESMERALDAS|QUININDE|CUBE|CASCADA EL COLORADO|La Cascada El Colorado está ubicada en la Provincia de Esmeraldas, Cantón Quinindé, Parroquia Cube en el Recinto La Laguna, ubicado a 28Km del sitio denominado “La Y” que se localiza a 40Km|de la ciudad de Quinindé. Cuenta con un  ecosistema lacustre entre dos montañas, rodeada por vegetación herbácea, arbustiva, plantas leñosas y árboles. El tipo de clima es húmedo tropical|Sin información|0.41956|-79.65402
User 690|0.0|0.51|1.51|1.48|1.47|1.48|1.51|1.52|2.66|2.67|3.25|5.0|5.0|5.0|5.0|0.75|0.73|0.75|5.0|5.0|0.0|0.0|0.0|0.0|ESMERALDAS|MUISNE|BOLIVAR|ESTERO RÍO MOMPICHE|Atractivo ubicado en el cantón de Muisne provincia de Esmeraldas. Es un lugar tranquilo donde se puede realizar picnic y compartir momentos amenos junto a tus familiares y amigos.|Sin información|Sin información|0.509|-80.019357
User 691|0.0|0.53|1.51|1.48|1.48|1.48|1.52|1.53|2.65|2.67|3.24|5.0|5.0|5.0|5.0|0.74|0.73|0.74|5.0|5.0|0.0|0.0|0.0|0.0|ESMERALDAS|MUISNE|SAN FRANCISCO|PLAYA DE BUNCHE|La Playa de Bunche ubicada en una estratégica ensenada al inicio del estuario que bordea la población de Muisne, frente a la zona conocida como ‘La Boca de Muisne’, donde convergen dos|entradas del océano Pacífico que más adelante forman el estuario. Es una playa muy apacible con una extensión no mayor a un kilómetro, con agua mansa, de poca profundidad con olas muy|débiles que permiten a los pocos visitantes disfrutar de un relajante baño y nadar con confianza en su alrededor.|0.634|-80.036137
User 692|0.51|1.54|0.57|1.49|1.48|1.49|1.69|1.53|2.64|3.25|3.22|5.0|5.0|5.0|5.0|0.74|0.72|0.74|5.0|5.0|0.51|0.0|0.0|0.0|ESMERALDAS|MUISNE|MUISNE|PLAYA DE MUISNE|Playa de Muisne se ubica en el cantón Muisne, provincia Esmeraldas. La belleza de sus playas y palmeras encierran un paisaje de ensueño tropical. Imborrables años de leyenda están escondidos|en el muelle, en sus calles, en sus veredas. Al llegar, el turista percibe la hospitalidad de la gente del lugar que,|junto con el calorcito típico costeño, le produce una sensación de ansiedad por conocerlo todo.|0.603|-80.025976
User 693|0.52|1.55|0.59|1.5|1.49|1.5|1.7|1.54|2.63|2.65|3.21|5.0|5.0|5.0|5.0|0.73|0.72|0.73|5.0|5.0|0.53|0.51|0.0|0.5|ESMERALDAS|MUISNE|BOLIVAR|PLAYA PORTETE|La playa de la isla de Portete  está ubicada al sur del cantón Muisne provincia de Esmeraldas. Cuenta con hermosos paisajes y una extensa playa, en la que se puede disfrutar de un entorno|natural y calma además, realizar actividades acuáticas, aéreas y terrestres, podemos también observar exótica  flora y fauna.|Sin información|0.485|-80.047819
User 694|0.54|1.56|0.61|1.5|1.49|1.5|5.0|1.54|2.62|2.63|3.19|5.0|5.0|5.0|5.0|0.73|0.71|0.72|5.0|0.98|0.54|0.52|0.51|0.52|ESMERALDAS|SAN LORENZO|SAN LORENZO|REFUGIO DE VIDA SILVESTRE LA CHIQUITA|Ubicado en la Parroquia Ricaurte del Cantón San Lorenzo se encuentra la Refugio de Vida Silvestre La Chiquita, la cual cuenta con 809 hectáreas. La reserva ha sido objeto de la gran presión|antrópica especialmente por la tala indiscriminada y la siembra de palma africana.  Bosque nativo regeneración natural de chanul (especie en peligro de extinción) y fauna como guatín, guanta,|ardilla, tigrillo, tucanes, loros, colibríes, serpientes, tortugas.|1.23|-78.76613
User 695|0.55|0.59|0.62|1.51|1.5|1.51|1.73|1.55|2.61|2.62|3.17|5.0|5.0|5.0|5.0|0.72|0.71|0.72|5.0|0.98|0.56|0.54|0.53|0.54|ESMERALDAS|ELOY ALFARO|BORBON|"COCADAS DE LA COMUNIDAD ""EL CAPRICHO""(ORCOPAC)"|En la  parroquia  Borbón,  comunidad el Capricho se encuentra ubicada ORCOPAC, que comercializa cocadas, mismas que son consideradas postres ancestrales. Esta pequeña comunidad|encontró en la fusión de tres productos (coco, miel de azúcar y cacao) una fuente de ingresos económicos. Realizan  las cocadas de varios sabores como: chocolate, manjar, ajonjolí entre otras.|Sin información|1.105|-78.98365
User 696|0.57|1.57|1.55|1.52|1.51|1.52|5.0|1.56|2.6|2.6|3.16|5.0|5.0|5.0|5.0|0.71|0.7|0.71|5.0|0.97|0.58|0.56|0.55|0.56|ESMERALDAS|SAN LORENZO|SAN LORENZO|BOSQUE ECOLOGICO EL TIGRE|Ubicado en el sector el Tigre a 2km de San Lorenzo se encuentra El Bosque Ecológico El Tigre. Es una reserva natural de 52 hectáreas manejada por una empresa familiar fundada por Alberto|Rodríguez. Tiene una extensión aproximada de 45 hectáreas, la cual se encuentra dividida en 30 hectáreas destinadas a conservación y refugio de vida silvestre, y 15 hectáreas de producción|agrícola sembríos de ciclo corto, dos senderos cortos de 2km para los turistas sendero mirador, y sendero manglar.|1.285|-78.81202
User 697|0.59|1.57|1.55|1.53|1.52|1.52|1.76|1.56|2.59|2.6|3.14|5.0|5.0|5.0|5.0|0.71|0.7|0.71|5.0|0.98|0.6|0.58|0.57|0.57|EL ORO|ZARUMA|SALVIAS|IGLESIA DE SALVIAS|La Iglesia de Salvias se encuentra en el cantón Zaruma, provincia de El Oro. No presenta características que la definan como un estilo en particular, por lo que se puede decir que es un|estilo moderno. Tiene un área de construcción de 256 m2. La iglesia consta de una nave central, el altar mayor el cual esta labrado en una gran roca que sobresale con mucho la altura de la iglesia y|su torre central. Fue construida con materiales como roca labrada, vidrio, cemento, baldosas, hojas de zinc, hierro|-3.638|-79.54805
User 698|0.65|1.6|1.57|1.55|1.54|1.55|5.0|1.58|2.55|2.56|3.08|3.1|5.0|5.0|5.0|0.7|0.68|0.71|5.0|0.72|0.65|0.63|0.62|0.63|EL ORO|ZARUMA|SINSAO|IGLESIA DE SINSAO|La Iglesia de Sinsao, se encuentra en el cantón Zaruma, provincia de El oro. En Quichua sacha es bosque y saya significa bejucos y/o chinchas, igualmente tiene un pórtico pero su diferencia con|las demás de las distintas parroquias es que su torre no es del estilo neogótico sino que va evolucionando hacia otros estilos despareciendo practicamente  los pináculos. Perduran las 3|naves y ventanas vidriadas .|-3.664|-79.58312
User 699|0.67|1.61|1.58|1.56|1.54|1.56|5.0|1.59|2.53|2.54|3.06|5.0|5.0|5.0|0.94|0.69|0.67|0.69|5.0|0.71|0.67|0.65|0.64|0.65|ZAMORA CHINCHIPE|ZAMORA|ZAMORA|PARQUE NACIONAL PODOCARPUS - BOMBUSCARO|El Parque Nacional Podocarpus, es parte de la Reserva de Biósfera Podocarpus – El Cóndor. Se encuentra a 6 Km de Zamora, provincia de Zamora Chinchipe. Se llega al centro administrativo por|un sendero que atraviesa el bosque húmedo tropical amazónico: Cuenta con facilidades turísticas de recorrido como senderos autoguiados. El Podocarpus es el  nombre científico de un árbol|característico del lugar, es la única conífera nativa del Ecuador (Romerillo o Sinsín).|-4.115|-78.96511
User 700|0.69|0.72|1.59|1.56|1.55|1.56|5.0|1.59|2.52|2.53|3.04|5.0|5.0|5.0|0.94|0.69|0.67|0.69|5.0|5.0|0.69|0.67|0.66|0.67|ESMERALDAS|SAN LORENZO|CALDERON|BALNEARIO DE AGUA DULCE RIO TULULBI|Ubicado en la Provincia de Esmeraldas del Cantón San Lorenzo, Parroquia Calderón. La principal actividad que realizan  los pobladores en el rio Tululbi es el de recreación. Para carnaval o las|fiestas patronales de Ricaurte arman en la orilla del río cabañas para preparar comidas típicas y así recibir a los visitantes que llegan de diferentes comunidades.|Sin información|1.179|-78.76737
User 701|0.7|0.74|1.6|1.57|1.56|1.57|5.0|1.6|2.51|2.52|3.02|5.0|5.0|5.0|5.0|0.68|0.66|0.68|0.72|0.76|0.71|0.69|0.68|0.69|ESMERALDAS|SAN LORENZO|ALTO TAMBO (CAB EN GUADUAL)|BALNEARIO CHUCHUVI|Está ubicado en Alto Tambo a unos 45 minutos de San Lorenzo, este atractivo se caracteriza por tener piscinas hechas con materiales naturales, y también piscinas ya mejoradas, todo esto es|aprovechando la vertiente  que pasa por la mitad de este lugar, también puedes hacer uso  de las demás instalaciones las cuales son área de restaurante y el área de hospedaje.|En el lugar se puede hacer turismo ecológico, fotografías entre otros.|0.883|-78.51448
User 702|0.73|0.75|1.6|1.57|1.57|1.57|5.0|1.61|2.5|2.5|3|5.0|5.0|5.0|5.0|0.68|0.65|0.68|0.71|0.78|0.73|0.71|0.7|0.71|ESMERALDAS|MUISNE|MUISNE|REFUGIO DE VIDA SILVESTRE RIO MUISNE|El Estuario de Vida Silvestre Manglares del Rio Muisne  es uno de los ecosistemas más diversos en especies, el área protegida comprende 3.173 hectáreas que están distribuidas en 25 cuerpos|diferentes. Sin embargo, la toma de conciencia de los pobladores locales acerca de que su principal y tradicional fuente de sustento había desaparecido,|motivó la protección de los últimos remanentes que quedaban en estos estuarios.|0.616|-80.019269
User 703|0.74|1.63|1.61|1.58|1.57|1.6|5.0|1.62|2.48|2.5|2.98|5.0|3.57|5.0|5.0|0.67|0.65|0.66|0.71|5.0|0.75|0.73|0.72|0.73|ESMERALDAS|SAN LORENZO|CARONDELET|TUNEL ECOLOGICO SAN LORENZO|En la provincia de Esmeraldas, cantón San Lorenzo, parroquia Calderón, se encuentra ubicado el túnel ecológico, formado por el árbol Gliricidia Sepium (mata ratón), es una especie nativa de|América tropical, se puede realizar la  tomar o captar imágenes así como la observación del paisaje.|Sin información|1.156|-78.74852
User 704|0.76|0.79|1.64|1.59|1.58|1.59|5.0|1.62|2.47|3.06|2.97|5.0|5.0|5.0|5.0|0.76|0.64|0.65|0.71|5.0|0.77|0.75|0.74|0.75|MANABI|MANTA|MANTA|PARQUE CENTRAL DE MANTA|Este parque, ubicado en pleno centro de la ciudad, es uno de los más concurridos, ya que es sitio de descanso por sus frondosos árboles, que dan un ambiente fresco,|también los turistas pueden encontrar iguanas terrestres, que le dan un toque llamativo al mismo.|Sin información|-0.946643|-80.722272
User 705|0.78|1.85|1.79|1.6|1.59|1.59|1.63|1.63|2.46|3.04|2.94|2.66|5.0|5.0|5.0|0.66|0.64|0.65|0.71|5.0|0.79|0.77|0.76|0.82|LOJA|LOJA|SAN  SEBASTIÁN|PARQUE NACIONAL PODOCARPUS, CAJANUMA|El Parque Nacional Podocarpus se encuentra en una zona de gran biodiversidad y endemismo en la región sur del Ecuador. Es parte de la Reserva de Biosfera Podocarpus – El Cóndor. Alberga una|El Parque Nacional Podocarpus se encuentra en una zona de gran biodiversidad y endemismo en la región sur del Ecuador. Es parte de la Reserva de Biosfera Podocarpus – El Cóndor. Alberga una|Sin información|-4.083|-79.20542
User 706|0.8|1.65|1.64|1.6|1.59|1.61|5.0|1.64|2.44|2.94|2.92|2.64|5.0|5.0|5.0|0.7|0.63|0.63|0.72|0.85|0.81|0.79|0.78|0.79|LOJA|LOJA|VILCABAMBA (VICTORIA)|PARQUE CENTRAL VILCABAMBA|El Parque Central de Vilcabamba, de la provincia y cantón Loja, a 1.700 msnm, de clima Subtropical-Seco, con 20.3 °C de temperatura promedio, es el lugar de reunión de propios así|como de visitantes nacionales y extranjeros de Estados Unidos y Europa. Tiene un trazado con ingresos en diagonales y por los costados, con pileta de agua en el centro, piso de hormigón|ornamental de colores, con islas definidas por cercas vivas que contiene arbustos y árboles de distintas variedades y especies.|-4.261|-79.22266
User 707|0.82|0.85|1.64|1.61|1.6|1.61|5.0|1.65|2.43|3.01|2.91|2.65|5.0|5.0|5.0|0.68|0.62|0.63|0.72|0.87|0.82|0.81|0.8|0.81|GALÁPAGOS|SANTA CRUZ|PUERTO AYORA|LA RATONERA|La Ratonera ubicada en Santa Cruz, Galápagos, está localizada junto a la Estación Científica Charles Darwin, cuenta con  una  playa de arena blanca es un lugar perfecto para ver la puesta de sol sobre Academy Bay.|A pesar de los afloramientos rocosos, este es un lugar favorito para los surfistas.|Sin información|-0.74356|-90.305209
User 708|0.84|0.87|1.64|1.61|1.61|1.61|5.0|1.65|2.42|3.0|2.89|2.9|5.0|5.0|5.0|0.68|0.63|0.62|0.73|5.0|0.84|0.83|0.81|0.83|GALÁPAGOS|SANTA CRUZ|SANTA ROSA|LOS GEMELOS|Los Gemelos son una formación geológica ubicada en el cantón Santa Cruz, Galápagos, formadas por hundimientos de origen volcánico, cuando las islas estaban aún activas.|Es el único lugar de la isla rodeado de un bosque nativo de escalecias.  Aquí habitan varias especies de aves terrestres entre las cuales está el pájaro brujo.|Sin información|-0.62546|-90.38417
User 709|0.86|0.89|1.67|1.62|1.61|1.63|5.0|1.66|2.43|2.98|2.87|2.91|5.0|5.0|5.0|0.67|0.66|0.61|2.66|2.68|0.86|0.84|0.83|0.9|GALÁPAGOS|SANTA CRUZ|PUERTO AYORA|PLAYA DE LA ESTACIÓN|La Playa de la Estación, ubicada en Santa Cruz, Galápagos, está localizada en el camino a la Estación Científica Charles Darwin, es una encantadora playa rodeado de mangle,|un sitio de descanso donde los turistas pueden disfrutar de realizar actividades como snorkel y natación, ademas de tomar el sol y observar la  flora y fauna que rodea el atractivo.|Sin información|-0.74263|-90.307899
User 710|0.88|0.9|1.66|1.63|1.62|1.63|1.66|1.67|2.97|2.97|2.85|2.58|5.0|5.0|5.0|0.66|0.65|0.61|2.67|2.69|0.88|0.86|0.85|0.87|GALÁPAGOS|SAN CRISTOBAL|PUERTO BAQUERIZO MORENO|PLAYA MANN|Playa Mann está ubicada al suroeste de la isla San Cristóbal, Galápagos, es una playa de arena blanca formada por la fragmentación de conchas, la claridad de sus aguas permite la práctica de buceo de superficie.|Por la cercanía al centro poblado este lugar es de uso recreativo y además es un lugar donde es posible disfrutar de las mejores puestas de sol.|Sin información|-0.89556|-89.60943
User 711|0.92|0.93|1.67|1.63|1.63|1.63|5.0|2.97|2.38|2.95|2.83|2.87|5.0|5.0|5.0|0.66|0.64|0.61|1.97|2.69|0.9|0.88|0.87|0.89|GALÁPAGOS|SANTA CRUZ|BELLAVISTA|TÚNELES DE BELLAVISTA|Los Túneles de Bellavista junto  con Los Gemelos y la reserva El Chato complementan un tour por la parte alta de  la isla Santa Cruz, Galápagos, formadas naturalmente en el proceso de formación de la isla,|estos túneles son uno de los más extensos de la isla, permite al visitante vivir una aventura inolvidable.|Sin información|-0.69364|-90.318289
User 712|0.92|0.95|1.7|1.64|1.63|1.65|5.0|2.96|2.37|2.94|2.81|2.55|5.0|5.0|5.0|0.65|0.63|0.6|2.68|2.71|0.92|0.9|0.89|0.95|LOJA|MACARA|MACARÁ  (MANUEL ENRIQUE RENGEL SUQUILANDA)|ALTAR PATRIO|El atractivo turístico Altar de la Patria, se encuentra en pleno corazón de Macará. Se trata de una plaza conmemorativa, su principal elemento lo constituye un monolito que representa las parroquias del cantón Macará,|en el que se disponen las banderas del Ecuador, de la Provincia y de las parroquias. Es un escenario propio para las manifestaciones cívico, culturales, religiosas y públicas de la ciudad.|Sin información|-4.37926|-79.94264
User 713|0.94|0.96|1.68|1.65|1.64|1.64|5.0|2.95|2.36|2.93|2.79|2.54|5.0|5.0|5.0|0.65|0.63|0.6|2.69|5.0|0.94|0.92|0.91|0.95|LOJA|MACARA|GENERAL ELOY ALFARO (SAN SEBASTIÁN)|BALNEARIO LA LAJILLA|El atractivo turístico Balneario La Lajilla, se encuentra ubicado a 3,5 km del centro de la ciudad de Macará, es un sitio natural en donde se puede degustar de la gastronomía,|al mismo acuden los visitantes para disfrutar de sus frescas aguas y del paisaje que ofrece el balneario. Sin duda es un sitio para compartir entre amigos y familia,|se puede realizar actividades como: observación de flora y fauna, senderismo, pesca deportiva, tubing, boya, ciclo turismo y caminata.|-4.38617|-79.92058
User 714|1.76|0.98|1.68|1.65|1.65|1.65|5.0|2.93|2.35|2.91|2.77|2.51|5.0|5.0|5.0|0.64|0.62|0.59|2.7|5.0|0.96|0.94|0.93|1.0|LOJA|MACARA|SABIANGO (LA CAPILLA)|CENTRO RECREACIONAL CRUZ DEL PANADERO|El Centro Recreacional Cruz del panadero se ubica a 17.7 km desde en centro de Macará en la parroquia rural Sabiango, en el atractivo se puede disfrutar de la naturaleza,|hacer observacion de  flora y fauna, boya, caminata, cicloturismo, pesca, actividades recreativas. Además cuenta con estaciones de sombra.|En el balneario hay un pequeño restaurante donde puede degustar del delicioso ceviche de carne, un lugar para descanzar y disfrutar entre amigos y familia.|-4.3945|-79.82563
User 715|1.77|1.0|1.69|1.66|1.65|1.67|5.0|1.71|2.34|2.9|2.75|2.47|5.0|5.0|5.0|0.63|0.62|0.59|0.64|5.0|0.97|0.96|0.95|0.99|GUAYAS|GUAYAQUIL|JUAN GOMEZ RENDON (PROGRESO)|HUMITA|Las Humitas son un plato típico en la gastronomía ecuatoriana consiste en una masa de choclo rellenas de queso criollo y envuelta en una hoja de maíz. Pueden ser tanto de sal como de dulce y se cocinan al vapor.|Se elaboran con choclo costeño que tiene un dulzor mayor que el serrano.  Se acompaña con café o alguna aromática caliente.|Sin información|-2.34301|-80.27473
User 716|1.02|1.02|1.7|1.67|1.66|2.05|5.0|2.9|2.33|2.75|2.73|2.47|5.0|5.0|5.0|0.63|0.61|0.59|2.71|0.66|0.99|0.98|0.96|0.99|LOJA|MACARA|GENERAL ELOY ALFARO (SAN SEBASTIÁN)|CRIPTA MARIA AUXILIADORA|"La Cripta ""María Auxiliadora"", está ubicada a 2 km desde el centro de la ciudad, en donde se ha construido una cripta, en cuyo interior se encuentra la imagen de la Virgen María Auxiliadora (Patrona de Macará),"|la misma que destaca la fe de los macareños, cada 24 de Mayo se realiza una peregrinación, programas religosos y cuturales,|además cuenta con un mirador para que propios y extraños disfruten de la panorámica vista de la ciudad de Macará así como parte del Bosque Seco.|-4.37581|-79.93632
User 717|1.04|1.04|1.7|1.68|1.67|1.69|5.0|2.88|2.32|2.87|2.72|2.76|5.0|5.0|5.0|0.62|0.61|0.59|0.63|0.65|1.01|1.0|0.98|1.02|LOJA|MACARA|MACARÁ  (MANUEL ENRIQUE RENGEL SUQUILANDA)|IGLESIA MATRIZ|La Iglesia matriz de Macará ubicada en el centro de la ciudad, es una construcción, con estilo barroco, lleva alrededor de más de 100 años de antiguedad, posee tres torres laterales, con materiales propios de este estilo.|Es considerada uno de los lugares más importantes y sagrados para la comunidad, es simbolo de la fé católica.|Se puede realizar recorridos auto guiados, toma de fotografías, participación de celebraciones religiosas y apreciar obras, piezas originales.|-4.37919|-79.94287
User 718|1.79|1.06|1.74|1.69|1.67|2.09|5.0|1.73|2.86|2.72|2.7|5.0|5.0|5.0|5.0|0.62|0.6|0.59|2.73|0.66|1.04|1.02|1.0|1.04|PICHINCHA|DISTRITO METROPOLITANO DE QUITO|CENTRO HISTÓRICO|"MUSEO ""FRAY PEDRO GOCIAL"" - IGLESIA SAN FRANCISCO"|El Museo Fray Pedro Gocial, se ubica en el centro histórico de Quito. Con la tercera entrega e inauguración oficial del Museo, realizada en el 2002, están abiertos al público 8 salas de exposición|y 3 galerías, en el que se expone alrededor de 300 obras de gran calidad, constituyéndose en el más importante Museo de Arte Religioso del Ecuador en su género y uno de los más importantes|de América, por el gran contenido de obras artísticas de la Escuela Quiteña y de otros bienes patrimoniales.|-0.22|-78.515129
User 719|1.79|1.74|1.74|1.69|1.68|1.69|5.0|1.73|2.85|2.85|2.28|2.73|5.0|5.0|5.0|0.61|0.59|0.61|0.63|0.64|1.05|1.03|1.02|1.13|PICHINCHA|DISTRITO METROPOLITANO DE QUITO|CENTRO HISTÓRICO|MONUMENTO VIRGEN DEL PANECILLO|Una pequeña loma que se levanta sobre Quito, donde descansa el monumento de aluminio más grande del mundo: La Virgen del panecillo. De igual manera es uno de los miradores más|imponentes de Quito. Una de las primeras imágenes que advierte el turista al llegar al Centro Histórico de Quito es la visión de una estatua alada sobre una colina al sur. La Virgen de Quito es la|guardiana y protectora de la ciudad, la que “aplasta” a la serpiente bajo sus pies, en la loma conocida como el Panecillo.|-0.229|-78.518577
User 720|1.8|1.1|2.03|1.7|1.69|1.71|5.0|1.73|2.83|2.84|2.26|5.0|5.0|5.0|5.0|0.6|0.59|0.6|1.71|0.64|1.07|1.05|1.04|1.06|PICHINCHA|DISTRITO METROPOLITANO DE QUITO|CENTRO HISTÓRICO|IGLESIA DE LA COMPAÑÍA DE JESÚS|La Iglesia de la Compañía se ubica en el cantón Quito, provincia de Pichincha. Considerada como la máxima expresión del Barroco Americano, que asombra a propios y extraños por su exquisita|ornamentación interna, en la que destaca su decoración con láminas de oro, así como también su impresionante fachada externa labrada en piedra volcánica, haciendo de este atractivo uno de los|complejos católicos jesuitas más hermosos en el mundo.|-0.221|-78.513827
User 721|3.44|2.12|2.04|1.7|1.69|1.72|5.0|1.74|2.82|2.83|2.25|2.69|5.0|5.0|5.0|0.6|0.58|0.59|0.61|0.63|1.08|1.07|1.06|1.09|LOJA|MACARA|MACARÁ  (MANUEL ENRIQUE RENGEL SUQUILANDA)|PUENTE INTERNACIONAL|El atractivo turístico, Puente Internacional se encuentra ubicado a 3,3 km del centro de la ciudad de Macará, es una infraestructura que fue construida en el año 2012 junto con la República de Japón en donde se aprecia el río Macará,|al mismo acuden los visitantes para disfrutar del paisaje que ofrece. Sin duda es un sitio para disfrutar entre amigos y familia, se puede realizar actividades como: observación de flora y fauna, ciclo turismo y caminata.|Sin información|-4.39256|-79.9641
User 722|5.0|2.12|2.06|1.71|1.7|1.71|5.0|1.75|2.81|2.82|2.63|2.66|5.0|5.0|5.0|0.59|0.58|0.58|0.61|0.63|1.1|1.09|1.07|1.18|LOJA|MACARA|GENERAL ELOY ALFARO (SAN SEBASTIÁN)|RESERVA JORUPE|La Reserva Jorupe, se ubica a 7,3 km desde el centro de la ciudad, fue creada en el año 2004, dentro de la misma se encuentra el Bosque Protector Jatumpamba Jorupe  declarada por el Ministerio del Ambiente y|la Fundación Ecológica Arcoíris en el año de 1996 gracias a las gestiones  de los Municipios de Sozoranga y Macará. Se puede apreciar diversidad de aves endémicas propias del Bosque Seco,|además alojarse en el sitio ya que cuenta con 6 cabañas acondicionadas.|-4.37201|-79.90001
User 723|1.12|2.14|2.08|1.72|1.71|1.71|5.0|1.76|2.8|2.81|2.6|2.64|5.0|5.0|5.0|0.58|0.57|0.6|1.75|0.62|1.12|1.11|1.09|1.11|LOJA|SARAGURO|SARAGURO|CASCADA VIRGEN DE AGUA SANTA|La Cascada Virgen de Agua Santa, se encuentra en la provincia de Loja, cantón y parroquia Saraguro, con una caída aproximada de 30 metros formando una poza profunda en su caída.|Los habitantes de la zona le han llamado Virgen de Agua Santa, debido a que, aseguran haber visto a la Virgen entre la cascada. Cuenta con un mirador, senderos y área de camping,|en este atractivo se pueden realizar baños de purificación, canopy, senderismo, camping y observación de flora y fauna.|-3.64609|-79.2047
